,index_x,Reporter_Country Code_x,Reporter_Countries,Partner_Countries,Item,Element,Unit,index_y,Reporter_Country_Code_y,quantity_sum,reporter_codes,variable,value
243,2570865,230,Ukraine,Seychelles,Maize,Export Quantity,tonnes,13266570,1252,3809.0,SYC,quantity,498.0
244,2571930,230,Ukraine,South Africa,Maize,Export Quantity,tonnes,24283372,2168,4533.0,ZAF,quantity,468.0
245,2572217,230,Ukraine,Spain,Maize,Export Quantity,tonnes,34583302,3326,7853214.0,ESP,quantity,2679600.0
246,2572474,230,Ukraine,Sri Lanka,Maize,Export Quantity,tonnes,11483172,1014,7106.0,LKA,quantity,164.0
247,2572957,230,Ukraine,Switzerland,Maize,Export Quantity,tonnes,31620093,2839,261652.0,CHE,quantity,12782.0
248,2573228,230,Ukraine,Syrian Arab Republic,Maize,Export Quantity,tonnes,22719006,2110,219149.0,SYR,quantity,21750.0
249,2573582,230,Ukraine,Thailand,Maize,Export Quantity,tonnes,14784132,1364,186436.0,THA,quantity,9965.0
250,2573865,230,Ukraine,Tunisia,Maize,Export Quantity,tonnes,11794382,1063,1004534.0,TUN,quantity,507588.0
251,2574836,230,Ukraine,United Arab Emirates,Maize,Export Quantity,tonnes,35507884,3117,539973.0,ARE,quantity,118299.0
252,2576658,230,Ukraine,Yemen,Maize,Export Quantity,tonnes,12035528,1048,702736.0,YEM,quantity,140.0
